,query_image_index,query_image_type,query_image_type_index,query_image_path,query_total_keypoints,query_image_width,query_image_height,train_image_index,train_image_type,train_image_type_index,train_image_path,train_total_keypoints,train_image_width,train_image_height,matching_method,total_matches,total_good_matches,with_resize
141,12,selfies,0,./results/cropped/e-ktp\12_selfie_crop_0.jpeg,866,388,252,12,cards,0,./results/cropped/e-ktp\12_card_crop_0.jpeg,931,383,252,SIFT,866,338,True
142,12,selfies,1,./results/cropped/e-ktp\12_selfie_crop_1.jpeg,82,225,231,12,cards,0,./results/cropped/e-ktp\12_card_crop_0.jpeg,1732,351,231,ORB,55,33,True
143,12,selfies,1,./results/cropped/e-ktp\12_selfie_crop_1.jpeg,53,225,231,12,cards,0,./results/cropped/e-ktp\12_card_crop_0.jpeg,763,351,231,SIFT,53,0,True
144,12,selfies,0,./results/cropped/e-ktp\12_selfie_crop_0.jpeg,1765,388,252,12,cards,0,./results/cropped/e-ktp\12_card_crop_0.jpeg,2798,1304,856,ORB,592,388,False
145,12,selfies,0,./results/cropped/e-ktp\12_selfie_crop_0.jpeg,866,388,252,12,cards,0,./results/cropped/e-ktp\12_card_crop_0.jpeg,22555,1304,856,SIFT,866,334,False
146,12,selfies,1,./results/cropped/e-ktp\12_selfie_crop_1.jpeg,63,167,171,12,cards,0,./results/cropped/e-ktp\12_card_crop_0.jpeg,2798,1304,856,ORB,49,28,False
147,12,selfies,1,./results/cropped/e-ktp\12_selfie_crop_1.jpeg,42,167,171,12,cards,0,./results/cropped/e-ktp\12_card_crop_0.jpeg,22555,1304,856,SIFT,42,1,False
148,130,selfies,0,./results/cropped/e-ktp\130_selfie_crop_0.jpeg,521,500,331,130,cards,0,./results/cropped/e-ktp\130_card_crop_0.jpeg,925,496,331,ORB,355,345,True
149,130,selfies,0,./results/cropped/e-ktp\130_selfie_crop_0.jpeg,642,500,331,130,cards,0,./results/cropped/e-ktp\130_card_crop_0.jpeg,968,496,331,SIFT,642,316,True
150,130,selfies,0,./results/cropped/e-ktp\130_selfie_crop_0.jpeg,521,500,331,130,cards,0,./results/cropped/e-ktp\130_card_crop_0.jpeg,1388,711,474,ORB,211,180,False
151,130,selfies,0,./results/cropped/e-ktp\130_selfie_crop_0.jpeg,642,500,331,130,cards,0,./results/cropped/e-ktp\130_card_crop_0.jpeg,1168,711,474,SIFT,642,330,False
152,131,selfies,0,./results/cropped/e-ktp\131_selfie_crop_0.jpg,281,866,555,131,cards,0,./results/cropped/e-ktp\131_card_crop_0.jpg,2533,851,555,ORB,184,157,True
153,131,selfies,0,./results/cropped/e-ktp\131_selfie_crop_0.jpg,259,866,555,131,cards,0,./results/cropped/e-ktp\131_card_crop_0.jpg,4119,851,555,SIFT,259,42,True
154,131,selfies,0,./results/cropped/e-ktp\131_selfie_crop_0.jpg,281,866,555,131,cards,0,./results/cropped/e-ktp\131_card_crop_0.jpg,2608,3658,2384,ORB,142,122,False
155,131,selfies,0,./results/cropped/e-ktp\131_selfie_crop_0.jpg,259,866,555,131,cards,0,./results/cropped/e-ktp\131_card_crop_0.jpg,5013,3658,2384,SIFT,259,28,False
156,132,selfies,0,./results/cropped/e-ktp\132_selfie_crop_0.jpg,2697,1058,750,132,cards,0,./results/cropped/e-ktp\132_card_crop_0.jpg,2697,1156,750,ORB,1072,1004,True
157,132,selfies,0,./results/cropped/e-ktp\132_selfie_crop_0.jpg,10356,1058,750,132,cards,0,./results/cropped/e-ktp\132_card_crop_0.jpg,11923,1156,750,SIFT,10356,342,True
158,132,selfies,1,./results/cropped/e-ktp\132_selfie_crop_1.jpg,2830,1331,1149,132,cards,0,./results/cropped/e-ktp\132_card_crop_0.jpg,2830,1771,1149,ORB,718,570,True
159,132,selfies,1,./results/cropped/e-ktp\132_selfie_crop_1.jpg,6968,1331,1149,132,cards,0,./results/cropped/e-ktp\132_card_crop_0.jpg,22430,1771,1149,SIFT,6968,46,True
160,132,selfies,0,./results/cropped/e-ktp\132_selfie_crop_0.jpg,2697,1058,750,132,cards,0,./results/cropped/e-ktp\132_card_crop_0.jpg,2917,2907,1885,ORB,763,643,False
161,132,selfies,0,./results/cropped/e-ktp\132_selfie_crop_0.jpg,10356,1058,750,132,cards,0,./results/cropped/e-ktp\132_card_crop_0.jpg,37074,2907,1885,SIFT,10356,314,False
162,132,selfies,1,./results/cropped/e-ktp\132_selfie_crop_1.jpg,2830,1331,1149,132,cards,0,./results/cropped/e-ktp\132_card_crop_0.jpg,2917,2907,1885,ORB,698,571,False
163,132,selfies,1,./results/cropped/e-ktp\132_selfie_crop_1.jpg,6968,1331,1149,132,cards,0,./results/cropped/e-ktp\132_card_crop_0.jpg,37074,2907,1885,SIFT,6968,62,False
164,133,selfies,0,./results/cropped/e-ktp\133_selfie_crop_0.jpg,2395,1540,997,133,cards,0,./results/cropped/e-ktp\133_card_crop_0.JPEG,2823,1534,997,ORB,796,759,True
165,133,selfies,0,./results/cropped/e-ktp\133_selfie_crop_0.jpg,2346,1540,997,133,cards,0,./results/cropped/e-ktp\133_card_crop_0.JPEG,20987,1534,997,SIFT,2346,388,True
166,133,selfies,0,./results/cropped/e-ktp\133_selfie_crop_0.jpg,2395,1540,997,133,cards,0,./results/cropped/e-ktp\133_card_crop_0.JPEG,2905,2104,1367,ORB,608,539,False
167,133,selfies,0,./results/cropped/e-ktp\133_selfie_crop_0.jpg,2346,1540,997,133,cards,0,./results/cropped/e-ktp\133_card_crop_0.JPEG,43499,2104,1367,SIFT,2346,395,False
168,134,selfies,0,./results/cropped/e-ktp\134_selfie_crop_0.jpg,2395,1540,997,134,cards,0,./results/cropped/e-ktp\134_card_crop_0.JPEG,2823,1534,997,ORB,796,759,True
169,134,selfies,0,./results/cropped/e-ktp\134_selfie_crop_0.jpg,2346,1540,997,134,cards,0,./results/cropped/e-ktp\134_card_crop_0.JPEG,20987,1534,997,SIFT,2346,388,True
170,134,selfies,0,./results/cropped/e-ktp\134_selfie_crop_0.jpg,2395,1540,997,134,cards,0,./results/cropped/e-ktp\134_card_crop_0.JPEG,2905,2104,1367,ORB,608,539,False
171,134,selfies,0,./results/cropped/e-ktp\134_selfie_crop_0.jpg,2346,1540,997,134,cards,0,./results/cropped/e-ktp\134_card_crop_0.JPEG,43499,2104,1367,SIFT,2346,395,False
172,135,selfies,0,./results/cropped/e-ktp\135_selfie_crop_0.jpg,973,557,379,135,cards,0,./results/cropped/e-ktp\135_card_crop_0.jpg,2189,579,379,ORB,596,580,True
173,135,selfies,0,./results/cropped/e-ktp\135_selfie_crop_0.jpg,625,557,379,135,cards,0,./results/cropped/e-ktp\135_card_crop_0.jpg,1735,579,379,SIFT,625,187,True
174,135,selfies,0,./results/cropped/e-ktp\135_selfie_crop_0.jpg,973,557,379,135,cards,0,./results/cropped/e-ktp\135_card_crop_0.jpg,2917,2866,1876,ORB,374,335,False
175,135,selfies,0,./results/cropped/e-ktp\135_selfie_crop_0.jpg,625,557,379,135,cards,0,./results/cropped/e-ktp\135_card_crop_0.jpg,3965,2866,1876,SIFT,625,175,False
176,136,selfies,0,./results/cropped/e-ktp\136_selfie_crop_0.jpg,1073,328,225,136,cards,0,./results/cropped/e-ktp\136_card_crop_0.jpg,1178,350,225,ORB,546,508,True
177,136,selfies,0,./results/cropped/e-ktp\136_selfie_crop_0.jpg,752,328,225,136,cards,0,./results/cropped/e-ktp\136_card_crop_0.jpg,716,350,225,SIFT,752,168,True
178,136,selfies,0,./results/cropped/e-ktp\136_selfie_crop_0.jpg,222,184,126,136,cards,0,./results/cropped/e-ktp\136_card_crop_0.jpg,2875,2215,1422,ORB,119,82,False
179,136,selfies,0,./results/cropped/e-ktp\136_selfie_crop_0.jpg,213,184,126,136,cards,0,./results/cropped/e-ktp\136_card_crop_0.jpg,9263,2215,1422,SIFT,213,68,False
180,137,selfies,0,./results/cropped/e-ktp\137_selfie_crop_0.jpg,281,866,555,137,cards,0,./results/cropped/e-ktp\137_card_crop_0.jpg,2533,851,555,ORB,184,157,True
181,137,selfies,0,./results/cropped/e-ktp\137_selfie_crop_0.jpg,259,866,555,137,cards,0,./results/cropped/e-ktp\137_card_crop_0.jpg,4119,851,555,SIFT,259,42,True
182,137,selfies,0,./results/cropped/e-ktp\137_selfie_crop_0.jpg,281,866,555,137,cards,0,./results/cropped/e-ktp\137_card_crop_0.jpg,2608,3658,2384,ORB,142,122,False
183,137,selfies,0,./results/cropped/e-ktp\137_selfie_crop_0.jpg,259,866,555,137,cards,0,./results/cropped/e-ktp\137_card_crop_0.jpg,5013,3658,2384,SIFT,259,28,False
184,138,selfies,0,./results/cropped/e-ktp\138_selfie_crop_0.jpg,2581,884,544,138,cards,0,./results/cropped/e-ktp\138_card_crop_0.jpg,2429,788,544,ORB,835,805,True
185,138,selfies,0,./results/cropped/e-ktp\138_selfie_crop_0.jpg,5142,884,544,138,cards,0,./results/cropped/e-ktp\138_card_crop_0.jpg,1338,788,544,SIFT,5142,169,True
186,138,selfies,0,./results/cropped/e-ktp\138_selfie_crop_0.jpg,2581,884,544,138,cards,0,./results/cropped/e-ktp\138_card_crop_0.jpg,2917,2701,1864,ORB,605,538,False
187,138,selfies,0,./results/cropped/e-ktp\138_selfie_crop_0.jpg,5142,884,544,138,cards,0,./results/cropped/e-ktp\138_card_crop_0.jpg,8826,2701,1864,SIFT,5142,153,False
188,13,selfies,0,./results/cropped/e-ktp\13_selfie_crop_0.jpg,1037,328,226,13,cards,0,./results/cropped/e-ktp\13_card_crop_0.jpg,1171,346,226,ORB,620,609,True
189,13,selfies,0,./results/cropped/e-ktp\13_selfie_crop_0.jpg,716,328,226,13,cards,0,./results/cropped/e-ktp\13_card_crop_0.jpg,811,346,226,SIFT,716,351,True
190,13,selfies,0,./results/cropped/e-ktp\13_selfie_crop_0.jpg,1037,328,226,13,cards,0,./results/cropped/e-ktp\13_card_crop_0.jpg,2659,993,647,ORB,371,249,False
191,13,selfies,0,./results/cropped/e-ktp\13_selfie_crop_0.jpg,716,328,226,13,cards,0,./results/cropped/e-ktp\13_card_crop_0.jpg,9462,993,647,SIFT,716,333,False
192,14,selfies,0,./results/cropped/e-ktp\14_selfie_crop_0.jpg,2829,1684,1174,14,cards,0,./results/cropped/e-ktp\14_card_crop_0.jpg,2832,1761,1174,ORB,916,904,True
193,14,selfies,0,./results/cropped/e-ktp\14_selfie_crop_0.jpg,4157,1684,1174,14,cards,0,./results/cropped/e-ktp\14_card_crop_0.jpg,11466,1761,1174,SIFT,4157,569,True
194,14,selfies,0,./results/cropped/e-ktp\14_selfie_crop_0.jpg,2829,1684,1174,14,cards,0,./results/cropped/e-ktp\14_card_crop_0.jpg,2964,4471,2980,ORB,625,599,False
195,14,selfies,0,./results/cropped/e-ktp\14_selfie_crop_0.jpg,4157,1684,1174,14,cards,0,./results/cropped/e-ktp\14_card_crop_0.jpg,39408,4471,2980,SIFT,4157,539,False
196,15,selfies,0,./results/cropped/e-ktp\15_selfie_crop_0.jpg,2679,1123,685,15,cards,0,./results/cropped/e-ktp\15_card_crop_0.jpg,2671,1054,685,ORB,1126,1106,True
197,15,selfies,0,./results/cropped/e-ktp\15_selfie_crop_0.jpg,3814,1123,685,15,cards,0,./results/cropped/e-ktp\15_card_crop_0.jpg,8194,1054,685,SIFT,3814,721,True
198,15,selfies,0,./results/cropped/e-ktp\15_selfie_crop_0.jpg,2679,1123,685,15,cards,0,./results/cropped/e-ktp\15_card_crop_0.jpg,2897,2376,1544,ORB,848,801,False
199,15,selfies,0,./results/cropped/e-ktp\15_selfie_crop_0.jpg,3814,1123,685,15,cards,0,./results/cropped/e-ktp\15_card_crop_0.jpg,38777,2376,1544,SIFT,3814,638,False
200,16,selfies,0,./results/cropped/e-ktp\16_selfie_crop_0.jpeg,218,328,225,16,cards,0,./results/cropped/e-ktp\16_card_crop_0.jpg,1104,334,225,ORB,150,114,True
201,16,selfies,0,./results/cropped/e-ktp\16_selfie_crop_0.jpeg,447,328,225,16,cards,0,./results/cropped/e-ktp\16_card_crop_0.jpg,677,334,225,SIFT,447,149,True
202,16,selfies,0,./results/cropped/e-ktp\16_selfie_crop_0.jpeg,209,282,193,16,cards,0,./results/cropped/e-ktp\16_card_crop_0.jpg,2366,597,402,ORB,158,113,False
203,16,selfies,0,./results/cropped/e-ktp\16_selfie_crop_0.jpeg,455,282,193,16,cards,0,./results/cropped/e-ktp\16_card_crop_0.jpg,2579,597,402,SIFT,455,132,False
204,17,selfies,0,./results/cropped/e-ktp\17_selfie_crop_0.jpg,2837,1786,1206,17,cards,0,./results/cropped/e-ktp\17_card_crop_0.jpg,2835,1895,1206,ORB,859,843,True
205,17,selfies,0,./results/cropped/e-ktp\17_selfie_crop_0.jpg,2174,1786,1206,17,cards,0,./results/cropped/e-ktp\17_card_crop_0.jpg,4381,1895,1206,SIFT,2174,465,True
206,17,selfies,0,./results/cropped/e-ktp\17_selfie_crop_0.jpg,2846,1903,1285,17,cards,0,./results/cropped/e-ktp\17_card_crop_0.jpg,2835,1895,1206,ORB,828,815,False
207,17,selfies,0,./results/cropped/e-ktp\17_selfie_crop_0.jpg,2491,1903,1285,17,cards,0,./results/cropped/e-ktp\17_card_crop_0.jpg,4381,1895,1206,SIFT,2491,480,False
208,18,selfies,0,./results/cropped/e-ktp\18_selfie_crop_0.jpg,14,766,509,18,cards,0,./results/cropped/e-ktp\18_card_crop_0.jpg,2431,778,509,ORB,11,8,True
209,18,selfies,0,./results/cropped/e-ktp\18_selfie_crop_0.jpg,36,766,509,18,cards,0,./results/cropped/e-ktp\18_card_crop_0.jpg,2463,778,509,SIFT,36,5,True
210,18,selfies,0,./results/cropped/e-ktp\18_selfie_crop_0.jpg,14,766,509,18,cards,0,./results/cropped/e-ktp\18_card_crop_0.jpg,1966,2978,1947,ORB,13,8,False
211,18,selfies,0,./results/cropped/e-ktp\18_selfie_crop_0.jpg,36,766,509,18,cards,0,./results/cropped/e-ktp\18_card_crop_0.jpg,3108,2978,1947,SIFT,36,4,False
212,19,selfies,0,./results/cropped/e-ktp\19_selfie_crop_0.jpg,1958,634,418,19,cards,0,./results/cropped/e-ktp\19_card_crop_0.jpg,2335,632,418,ORB,898,868,True
213,19,selfies,0,./results/cropped/e-ktp\19_selfie_crop_0.jpg,1376,634,418,19,cards,0,./results/cropped/e-ktp\19_card_crop_0.jpg,2938,632,418,SIFT,1376,311,True
214,19,selfies,0,./results/cropped/e-ktp\19_selfie_crop_0.jpg,1958,634,418,19,cards,0,./results/cropped/e-ktp\19_card_crop_0.jpg,2710,1233,815,ORB,760,716,False
215,19,selfies,0,./results/cropped/e-ktp\19_selfie_crop_0.jpg,1376,634,418,19,cards,0,./results/cropped/e-ktp\19_card_crop_0.jpg,6251,1233,815,SIFT,1376,286,False
216,20,selfies,0,./results/cropped/e-ktp\20_selfie_crop_0.jpg,87,326,225,20,cards,0,./results/cropped/e-ktp\20_card_crop_0.jpg,466,341,225,ORB,62,54,True
217,20,selfies,0,./results/cropped/e-ktp\20_selfie_crop_0.jpg,209,326,225,20,cards,0,./results/cropped/e-ktp\20_card_crop_0.jpg,524,341,225,SIFT,209,77,True
218,20,selfies,0,./results/cropped/e-ktp\20_selfie_crop_0.jpg,102,292,201,20,cards,0,./results/cropped/e-ktp\20_card_crop_0.jpg,1076,778,512,ORB,77,56,False
219,20,selfies,0,./results/cropped/e-ktp\20_selfie_crop_0.jpg,225,292,201,20,cards,0,./results/cropped/e-ktp\20_card_crop_0.jpg,844,778,512,SIFT,225,79,False
220,21,selfies,0,./results/cropped/e-ktp\21_selfie_crop_0.jpg,2055,1380,906,21,cards,0,./results/cropped/e-ktp\21_card_crop_0.jpg,2789,1393,906,ORB,778,754,True
221,21,selfies,0,./results/cropped/e-ktp\21_selfie_crop_0.jpg,1697,1380,906,21,cards,0,./results/cropped/e-ktp\21_card_crop_0.jpg,6986,1393,906,SIFT,1697,353,True
222,21,selfies,0,./results/cropped/e-ktp\21_selfie_crop_0.jpg,2055,1380,906,21,cards,0,./results/cropped/e-ktp\21_card_crop_0.jpg,2830,1729,1124,ORB,583,535,False
223,21,selfies,0,./results/cropped/e-ktp\21_selfie_crop_0.jpg,1697,1380,906,21,cards,0,./results/cropped/e-ktp\21_card_crop_0.jpg,8084,1729,1124,SIFT,1697,349,False
224,22,selfies,0,./results/cropped/e-ktp\22_selfie_crop_0.jpeg,427,410,282,22,cards,0,./results/cropped/e-ktp\22_card_crop_0.jpeg,1231,424,282,ORB,263,249,True
225,22,selfies,0,./results/cropped/e-ktp\22_selfie_crop_0.jpeg,588,410,282,22,cards,0,./results/cropped/e-ktp\22_card_crop_0.jpeg,941,424,282,SIFT,588,160,True
226,22,selfies,0,./results/cropped/e-ktp\22_selfie_crop_0.jpeg,427,410,282,22,cards,0,./results/cropped/e-ktp\22_card_crop_0.jpeg,2366,705,468,ORB,240,206,False
227,22,selfies,0,./results/cropped/e-ktp\22_selfie_crop_0.jpeg,588,410,282,22,cards,0,./results/cropped/e-ktp\22_card_crop_0.jpeg,2512,705,468,SIFT,588,164,False
228,23,selfies,0,./results/cropped/e-ktp\23_selfie_crop_0.jpeg,1954,1199,751,23,cards,0,./results/cropped/e-ktp\23_card_crop_0.jpeg,2711,1160,751,ORB,1035,1012,True
229,23,selfies,0,./results/cropped/e-ktp\23_selfie_crop_0.jpeg,1445,1199,751,23,cards,0,./results/cropped/e-ktp\23_card_crop_0.jpeg,15451,1160,751,SIFT,1445,414,True
230,23,selfies,0,./results/cropped/e-ktp\23_selfie_crop_0.jpeg,1954,1199,751,23,cards,0,./results/cropped/e-ktp\23_card_crop_0.jpeg,2917,2962,1916,ORB,584,559,False
231,23,selfies,0,./results/cropped/e-ktp\23_selfie_crop_0.jpeg,1445,1199,751,23,cards,0,./results/cropped/e-ktp\23_card_crop_0.jpeg,26300,2962,1916,SIFT,1445,403,False
232,24,selfies,0,./results/cropped/e-ktp\24_selfie_crop_0.jpg,310,1433,948,24,cards,0,./results/cropped/e-ktp\24_card_crop_0.jpg,2752,1440,948,ORB,219,196,True
233,24,selfies,0,./results/cropped/e-ktp\24_selfie_crop_0.jpg,382,1433,948,24,cards,0,./results/cropped/e-ktp\24_card_crop_0.jpg,8312,1440,948,SIFT,382,115,True
234,24,selfies,0,./results/cropped/e-ktp\24_selfie_crop_0.jpg,310,1433,948,24,cards,0,./results/cropped/e-ktp\24_card_crop_0.jpg,2885,2262,1489,ORB,180,144,False
235,24,selfies,0,./results/cropped/e-ktp\24_selfie_crop_0.jpg,382,1433,948,24,cards,0,./results/cropped/e-ktp\24_card_crop_0.jpg,12707,2262,1489,SIFT,382,107,False
236,25,selfies,0,./results/cropped/e-ktp\25_selfie_crop_0.jpg,357,998,662,25,cards,0,./results/cropped/e-ktp\25_card_crop_0.jpg,1827,1014,662,ORB,167,150,True
237,25,selfies,0,./results/cropped/e-ktp\25_selfie_crop_0.jpg,347,998,662,25,cards,0,./results/cropped/e-ktp\25_card_crop_0.jpg,1435,1014,662,SIFT,347,76,True
238,25,selfies,0,./results/cropped/e-ktp\25_selfie_crop_0.jpg,357,998,662,25,cards,0,./results/cropped/e-ktp\25_card_crop_0.jpg,1339,2630,1716,ORB,125,111,False
239,25,selfies,0,./results/cropped/e-ktp\25_selfie_crop_0.jpg,347,998,662,25,cards,0,./results/cropped/e-ktp\25_card_crop_0.jpg,1458,2630,1716,SIFT,347,82,False
240,26,selfies,0,./results/cropped/e-ktp\26_selfie_crop_0.jpg,820,998,641,26,cards,0,./results/cropped/e-ktp\26_card_crop_0.jpg,2669,984,641,ORB,455,436,True
241,26,selfies,0,./results/cropped/e-ktp\26_selfie_crop_0.jpg,650,998,641,26,cards,0,./results/cropped/e-ktp\26_card_crop_0.jpg,8655,984,641,SIFT,650,157,True
242,26,selfies,0,./results/cropped/e-ktp\26_selfie_crop_0.jpg,946,1189,763,26,cards,0,./results/cropped/e-ktp\26_card_crop_0.jpg,2669,984,641,ORB,406,373,False
243,26,selfies,0,./results/cropped/e-ktp\26_selfie_crop_0.jpg,697,1189,763,26,cards,0,./results/cropped/e-ktp\26_card_crop_0.jpg,8655,984,641,SIFT,697,155,False
244,27,selfies,0,./results/cropped/e-ktp\27_selfie_crop_0.jpg,2590,1144,762,27,cards,0,./results/cropped/e-ktp\27_card_crop_0.jpg,2493,1198,762,ORB,954,933,True
245,27,selfies,0,./results/cropped/e-ktp\27_selfie_crop_0.jpg,2156,1144,762,27,cards,0,./results/cropped/e-ktp\27_card_crop_0.jpg,2160,1198,762,SIFT,2156,268,True
246,27,selfies,0,./results/cropped/e-ktp\27_selfie_crop_0.jpg,2590,1144,762,27,cards,0,./results/cropped/e-ktp\27_card_crop_0.jpg,2047,2529,1608,ORB,799,785,False
247,27,selfies,0,./results/cropped/e-ktp\27_selfie_crop_0.jpg,2156,1144,762,27,cards,0,./results/cropped/e-ktp\27_card_crop_0.jpg,2324,2529,1608,SIFT,2156,238,False
248,28,selfies,0,./results/cropped/e-ktp\28_selfie_crop_0.jpg,588,385,262,28,cards,0,./results/cropped/e-ktp\28_card_crop_0.jpg,1633,413,262,ORB,353,324,True
249,28,selfies,0,./results/cropped/e-ktp\28_selfie_crop_0.jpg,716,385,262,28,cards,0,./results/cropped/e-ktp\28_card_crop_0.jpg,1166,413,262,SIFT,716,218,True
250,28,selfies,0,./results/cropped/e-ktp\28_selfie_crop_0.jpg,588,385,262,28,cards,0,./results/cropped/e-ktp\28_card_crop_0.jpg,2823,1569,995,ORB,313,256,False
251,28,selfies,0,./results/cropped/e-ktp\28_selfie_crop_0.jpg,716,385,262,28,cards,0,./results/cropped/e-ktp\28_card_crop_0.jpg,8817,1569,995,SIFT,716,197,False
252,29,selfies,0,./results/cropped/e-ktp\29_selfie_crop_0.jpg,1868,1123,774,29,cards,0,./results/cropped/e-ktp\29_card_crop_0.jpg,2743,1179,774,ORB,746,716,True
253,29,selfies,0,./results/cropped/e-ktp\29_selfie_crop_0.jpg,1307,1123,774,29,cards,0,./results/cropped/e-ktp\29_card_crop_0.jpg,5876,1179,774,SIFT,1307,230,True
254,29,selfies,0,./results/cropped/e-ktp\29_selfie_crop_0.jpg,1868,1123,774,29,cards,0,./results/cropped/e-ktp\29_card_crop_0.jpg,2917,2650,1739,ORB,558,519,False
255,29,selfies,0,./results/cropped/e-ktp\29_selfie_crop_0.jpg,1307,1123,774,29,cards,0,./results/cropped/e-ktp\29_card_crop_0.jpg,13641,2650,1739,SIFT,1307,224,False
256,30,selfies,0,./results/cropped/e-ktp\30_selfie_crop_0.jpg,1953,1295,871,30,cards,0,./results/cropped/e-ktp\30_card_crop_0.jpg,2722,1292,871,ORB,746,710,True
257,30,selfies,0,./results/cropped/e-ktp\30_selfie_crop_0.jpg,1790,1295,871,30,cards,0,./results/cropped/e-ktp\30_card_crop_0.jpg,14459,1292,871,SIFT,1790,284,True
258,30,selfies,0,./results/cropped/e-ktp\30_selfie_crop_0.jpg,1953,1295,871,30,cards,0,./results/cropped/e-ktp\30_card_crop_0.jpg,2941,3758,2533,ORB,567,523,False
259,30,selfies,0,./results/cropped/e-ktp\30_selfie_crop_0.jpg,1790,1295,871,30,cards,0,./results/cropped/e-ktp\30_card_crop_0.jpg,22345,3758,2533,SIFT,1790,302,False
260,31,selfies,0,./results/cropped/e-ktp\31_selfie_crop_0.jpg,209,423,283,31,cards,0,./results/cropped/e-ktp\31_card_crop_0.jpg,1546,419,283,ORB,164,133,True
261,31,selfies,0,./results/cropped/e-ktp\31_selfie_crop_0.jpg,296,423,283,31,cards,0,./results/cropped/e-ktp\31_card_crop_0.jpg,844,419,283,SIFT,296,68,True
262,31,selfies,0,./results/cropped/e-ktp\31_selfie_crop_0.jpg,209,423,283,31,cards,0,./results/cropped/e-ktp\31_card_crop_0.jpg,2727,1314,886,ORB,154,107,False
263,31,selfies,0,./results/cropped/e-ktp\31_selfie_crop_0.jpg,296,423,283,31,cards,0,./results/cropped/e-ktp\31_card_crop_0.jpg,5283,1314,886,SIFT,296,64,False
264,32,selfies,0,./results/cropped/e-ktp\32_selfie_crop_0.jpg,2772,1344,883,32,cards,0,./results/cropped/e-ktp\32_card_crop_0.jpg,2805,1461,883,ORB,1046,1020,True
265,32,selfies,0,./results/cropped/e-ktp\32_selfie_crop_0.jpg,13898,1344,883,32,cards,0,./results/cropped/e-ktp\32_card_crop_0.jpg,9153,1461,883,SIFT,13898,2039,True
266,32,selfies,0,./results/cropped/e-ktp\32_selfie_crop_0.jpg,2772,1344,883,32,cards,0,./results/cropped/e-ktp\32_card_crop_0.jpg,2827,1755,1060,ORB,718,667,False
267,32,selfies,0,./results/cropped/e-ktp\32_selfie_crop_0.jpg,13898,1344,883,32,cards,0,./results/cropped/e-ktp\32_card_crop_0.jpg,10308,1755,1060,SIFT,13898,2134,False
268,33,selfies,0,./results/cropped/e-ktp\33_selfie_crop_0.jpg,1123,699,499,33,cards,0,./results/cropped/e-ktp\33_card_crop_0.jpg,2529,805,499,ORB,579,554,True
269,33,selfies,0,./results/cropped/e-ktp\33_selfie_crop_0.jpg,825,699,499,33,cards,0,./results/cropped/e-ktp\33_card_crop_0.jpg,3403,805,499,SIFT,825,145,True
270,33,selfies,0,./results/cropped/e-ktp\33_selfie_crop_0.jpg,917,1775,1267,33,cards,0,./results/cropped/e-ktp\33_card_crop_0.jpg,2529,805,499,ORB,339,291,False
271,33,selfies,0,./results/cropped/e-ktp\33_selfie_crop_0.jpg,853,1775,1267,33,cards,0,./results/cropped/e-ktp\33_card_crop_0.jpg,3403,805,499,SIFT,853,157,False
272,34,selfies,0,./results/cropped/e-ktp\34_selfie_crop_0.JPG,940,459,313,34,cards,0,./results/cropped/e-ktp\34_card_crop_0.jpg,2002,487,313,ORB,603,571,True
273,34,selfies,0,./results/cropped/e-ktp\34_selfie_crop_0.JPG,1254,459,313,34,cards,0,./results/cropped/e-ktp\34_card_crop_0.jpg,1401,487,313,SIFT,1254,254,True
274,34,selfies,0,./results/cropped/e-ktp\34_selfie_crop_0.JPG,940,459,313,34,cards,0,./results/cropped/e-ktp\34_card_crop_0.jpg,2917,2859,1836,ORB,383,301,False
275,34,selfies,0,./results/cropped/e-ktp\34_selfie_crop_0.JPG,1254,459,313,34,cards,0,./results/cropped/e-ktp\34_card_crop_0.jpg,11420,2859,1836,SIFT,1254,207,False
276,35,selfies,0,./results/cropped/e-ktp\35_selfie_crop_0.jpg,712,1402,973,35,cards,0,./results/cropped/e-ktp\35_card_crop_0.jpg,2787,1497,973,ORB,308,288,True
277,35,selfies,0,./results/cropped/e-ktp\35_selfie_crop_0.jpg,453,1402,973,35,cards,0,./results/cropped/e-ktp\35_card_crop_0.jpg,9637,1497,973,SIFT,453,154,True
278,35,selfies,0,./results/cropped/e-ktp\35_selfie_crop_0.jpg,712,1402,973,35,cards,0,./results/cropped/e-ktp\35_card_crop_0.jpg,2903,2670,1735,ORB,311,278,False
279,35,selfies,0,./results/cropped/e-ktp\35_selfie_crop_0.jpg,453,1402,973,35,cards,0,./results/cropped/e-ktp\35_card_crop_0.jpg,25265,2670,1735,SIFT,453,167,False
280,36,selfies,0,./results/cropped/e-ktp\36_selfie_crop_0.jpg,1528,1768,1097,36,cards,0,./results/cropped/e-ktp\36_card_crop_0.jpg,2351,1705,1097,ORB,259,158,True
281,36,selfies,0,./results/cropped/e-ktp\36_selfie_crop_0.jpg,337,1768,1097,36,cards,0,./results/cropped/e-ktp\36_card_crop_0.jpg,2779,1705,1097,SIFT,337,12,True
282,36,selfies,0,./results/cropped/e-ktp\36_selfie_crop_0.jpg,1528,1768,1097,36,cards,0,./results/cropped/e-ktp\36_card_crop_0.jpg,2230,3742,2407,ORB,229,161,False
